iu_ac;date_debut;date_fin;libelle;iu_nd_aval;libelle_nd_aval;iu_nd_amont;libelle_nd_amont;geo_point_2d;geo_shape
266;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Madeleine;148;Madeleine-Bd_Malesherbes;158;Madeleine-Tronchet;48.870606136591284, 2.3241127887888444;"{""coordinates"": [[2.324947487775671, 48.87086350553451], [2.324324037226133, 48.87105027063484], [2.323443175408236, 48.8698545832938]], ""type"": ""LineString""}"
1007;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Pt_du_Carrousel;67;Pt_Carrousel_Gauche;1;Pt_Carrousel_Droite;48.85930132665276, 2.332797313925726;"{""coordinates"": [[2.3332704317337747, 48.8600663028947], [2.332488450812121, 48.858768407417436], [2.332243638986741, 48.85861566276467]], ""type"": ""LineString""}"
5759;1997-03-13T01:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Pasteur;2931;Sevres-Lecourbe-Pasteur;2922;Vaugirard-Bd_Pasteur;48.844061739338265, 2.3119430131796874;"{""coordinates"": [[2.312776753154817, 48.842997108434524], [2.3111092732045577, 48.84512637024202]], ""type"": ""LineString""}"
6591;2006-12-11T01:00:00+00:00;2023-01-01T01:00:00+00:00;Av_du_Mal_Gallieni;3417;Av_Mal_Gallieni-Universite;3416;Av_Mal_Gallieni-St_Dominique;48.860503363105906, 2.3132507185632107;"{""coordinates"": [[2.313179591783674, 48.85994213267148], [2.313321845342748, 48.861064593540334]], ""type"": ""LineString""}"
4596;1996-10-16T02:00:00+00:00;2023-01-01T01:00:00+00:00;Pt_de_l'Alma;2357;Pl_de_la_Resistance;2323;Pl_de_l'Alma;48.863294440349705, 2.30154062646358;"{""coordinates"": [[2.301450339893249, 48.86415666500377], [2.3016309130339105, 48.86243221569564]], ""type"": ""LineString""}"
580;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_St_Michel;345;Bd_St_Michel-Sorbonne;346;Pl_Edmond_Rostand;48.84812193493801, 2.3413414212323183;"{""coordinates"": [[2.3409326915577005, 48.84738055103254], [2.3417501509069356, 48.84886331884347]], ""type"": ""LineString""}"
221;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Cours_la_Reine;137;Concorde-Cours_la_Reine;135;Cours_la_Reine-Concorde;48.864796532278945, 2.3186585852806383;"{""coordinates"": [[2.3178717786490597, 48.86487953706556], [2.3184311681527556, 48.86485510504876], [2.318967717549759, 48.86476341314063], [2.319433592806051, 48.86463675502723]], ""type"": ""LineString""}"
4645;1996-10-16T02:00:00+00:00;2023-01-01T01:00:00+00:00;Pl_de_l'Alma-Acces_VGP;2447;Av_de_New_York-Debrousse;2323;Pl_de_l'Alma;48.86421094627457, 2.3004818624424797;"{""coordinates"": [[2.301411789415539, 48.86440070340995], [2.2995519354694207, 48.86402118913918]], ""type"": ""LineString""}"
4587;1996-10-15T02:00:00+00:00;2023-01-01T01:00:00+00:00;Pt_de_Bir_Hakeim;2450;Pt_Bir_Hakeim-Rampes_RD;2382;Quai_Branly-Pt_Bir_Hakeim;48.855637794476195, 2.287777395461378;"{""coordinates"": [[2.2888193353798028, 48.85460948238589], [2.2867354555429533, 48.85666610656651]], ""type"": ""LineString""}"
4642;1996-10-16T02:00:00+00:00;2023-01-01T01:00:00+00:00;Cours_Albert_Ier;2468;Cours_Albert_Ier-Cote_Seine;2323;Pl_de_l'Alma;48.864293484905374, 2.30337156177386;"{""coordinates"": [[2.301770169858704, 48.86416805548637], [2.3041020185667462, 48.86434668578525], [2.3049716611708906, 48.86443356210626]], ""type"": ""LineString""}"
4144;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Rampe_sortie_Pont_de_Tolbiac_Y;816;Pt_Tolbiac-RD;3164;Bercy-Gallois_Y;48.834224861611034, 2.3812100550152047;"{""coordinates"": [[2.3803944768168805, 48.83493224805153], [2.382025633213529, 48.83351747517054]], ""type"": ""LineString""}"
4290;1996-10-10T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Pereire;2305;Pereire-Bayen;2308;Bd_Pereire-Guersant;48.881381644346796, 2.290928056509249;"{""coordinates"": [[2.289934190683141, 48.88083887626198], [2.291921922335357, 48.88192441243161]], ""type"": ""LineString""}"
1011;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Pl_25_Aout_1944;416;Pl_25_Aout_1944-Av_Gal_Leclerc;431;Pl_25_Aout_1944-Pte_Orleans;48.82252240922606, 2.325528918839007;"{""coordinates"": [[2.325429853646621, 48.821968339828295], [2.3256279840313923, 48.823076478623825]], ""type"": ""LineString""}"
724;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Brune;412;Bd_Brune-Av_Pte_Montrouge;411;Pl_Pte_Chatillon;48.82429836686548, 2.3202649459245723;"{""coordinates"": [[2.3192695748109116, 48.82453100430203], [2.3212603170382335, 48.824065729428916]], ""type"": ""LineString""}"
5091;1996-10-21T02:00:00+00:00;2023-01-01T01:00:00+00:00;Daumesnil;2686;Pl_Renard;540;Pte_Doree-Sortie_PI;48.8347453666598, 2.40907551237917;"{""coordinates"": [[2.4098854232918954, 48.834463608642466], [2.4082656014664443, 48.83502712467713]], ""type"": ""LineString""}"
1530;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Avron;767;Avron-Rasselins;769;Bd_Davout-Avron-Pte_Montreuil;48.8534134323787, 2.4098039959488364;"{""coordinates"": [[2.410520768551799, 48.853561385255986], [2.4090872233458733, 48.85326547950141]], ""type"": ""LineString""}"
1805;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Souterrain_Pantin;962;Souterrains_Pantin_S-N;803;Pte_Pantin-PE-N3;48.89111113021689, 2.3960864021768566;"{""coordinates"": [[2.396710561762196, 48.89019668800736], [2.3961755921683268, 48.89091437345347], [2.395514435782999, 48.89205991748533]], ""type"": ""LineString""}"
5382;1996-10-30T01:00:00+00:00;2023-01-01T01:00:00+00:00;PI_Villette;941;AI_Villette;938;SI_Villette;48.90030127333614, 2.3865004999710733;"{""coordinates"": [[2.3808559711579815, 48.90020437989474], [2.382005238565957, 48.90021139477419], [2.382844713895479, 48.90026431337035], [2.3860474737753297, 48.9004569944886], [2.387333456468961, 48.90048933608335], [2.388369717585609, 48.900457958600505], [2.3891296380645253, 48.900410756031725], [2.3898736697759384, 48.90032246806967], [2.390543020751099, 48.900189513360445], [2.3912315071089676, 48.90000397946267], [2.3916373706824845, 48.899867367816306], [2.3920537265897206, 48.89966726263592]], ""type"": ""LineString""}"
5210;1996-10-25T02:00:00+00:00;2023-01-01T01:00:00+00:00;PI_Sevres;607;AI_Sevres;609;SI_Sevres;48.833932745540864, 2.2770230776402602;"{""coordinates"": [[2.279596870509634, 48.832903863614455], [2.2759060151278185, 48.834403124231244], [2.2744222636673475, 48.83488778236289]], ""type"": ""LineString""}"
6094;1997-12-18T01:00:00+00:00;2023-01-01T01:00:00+00:00;Bagnolet_bretelle_3b;3158;Bagnolet_bretelle_3b-Bretelle8b;777;Av_Cartellier-Bretelle_3;48.864377306806, 2.4128938633350585;"{""coordinates"": [[2.411769864274186, 48.86490017162214], [2.4131647343711977, 48.86413695989721], [2.413431941922463, 48.86401996168053], [2.4136483980366847, 48.86401693936233], [2.413716763360959, 48.86416547646199], [2.413735538770836, 48.864515069719005]], ""type"": ""LineString""}"
1107;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;AI_Sevres;3307;AI_Sevres-1;619;Av_Pte_de_Sevres_PI;48.834529393114664, 2.2764995583054555;"{""coordinates"": [[2.2772496780625926, 48.834388937555836], [2.275749438548318, 48.83466984867351]], ""type"": ""LineString""}"
5232;1996-10-28T01:00:00+00:00;2023-01-01T01:00:00+00:00;PE_Orleans;2759;SE_A6A;438;SE_Orleans;48.81999003187261, 2.325513740247323;"{""coordinates"": [[2.3219033784041625, 48.82076623687675], [2.329124102090483, 48.819213826868456]], ""type"": ""LineString""}"
5369;1996-10-30T01:00:00+00:00;2023-01-01T01:00:00+00:00;PE_Aubervilliers;915;AE_Auberviliers;918;SE_Auberviliers;48.90072530781522, 2.3713255652980143;"{""coordinates"": [[2.376040599600244, 48.9004595437575], [2.372683553191252, 48.90073573206976], [2.36660365822203, 48.90085631931281]], ""type"": ""LineString""}"
5364;1996-10-30T01:00:00+00:00;2023-01-01T01:00:00+00:00;PE_Pantin;808;AE_Pantin;804;SE_Pantin;48.8895559164238, 2.396442434323226;"{""coordinates"": [[2.3973896327178394, 48.886280415391404], [2.3954952359286117, 48.89283141745621]], ""type"": ""LineString""}"
5407;1996-11-05T01:00:00+00:00;2023-01-01T01:00:00+00:00;PE_Clichy;2850;PE_Douaumont;2087;SE_Clichy;48.89611867048954, 2.308739262417591;"{""coordinates"": [[2.3127195314307905, 48.89769532663937], [2.307916252747237, 48.89587320175656], [2.3066857618246495, 48.89535207578927], [2.3048904924594655, 48.89426876546469]], ""type"": ""LineString""}"
5446;1996-11-06T01:00:00+00:00;2023-01-01T01:00:00+00:00;PE_Parc_Princes;2489;SE_St_Cloud;2462;AE_Auteuil;48.84300977073031, 2.2540713612591166;"{""coordinates"": [[2.254854363322154, 48.84565520263919], [2.2537871874948983, 48.842913114011566], [2.253800319898318, 48.84026954241434]], ""type"": ""LineString""}"
5453;1996-11-06T01:00:00+00:00;2023-01-01T01:00:00+00:00;PI_Auteuil;2464;AI_Auteuil;2861;SI_A13;48.84802756272624, 2.253694567840489;"{""coordinates"": [[2.254771907264778, 48.84688266989895], [2.2539559605670068, 48.84774655444351], [2.2534450938273602, 48.84824109598284], [2.2526615667493664, 48.84921124457355]], ""type"": ""LineString""}"
5410;1996-11-05T01:00:00+00:00;2023-01-01T01:00:00+00:00;PI_Clichy;2028;AI_Clichy;2086;SI_Clichy;48.896566014680914, 2.3103515315958303;"{""coordinates"": [[2.3078408785945843, 48.89560964205717], [2.3128621845970767, 48.897522387304655]], ""type"": ""LineString""}"
5409;1996-11-05T01:00:00+00:00;2023-01-01T01:00:00+00:00;PI_Revolte;2086;SI_Clichy;2265;AI_Asnieres;48.8944009043453, 2.3055277983099756;"{""coordinates"": [[2.3032715140585522, 48.89307834455699], [2.3068316840773444, 48.89519586256386], [2.3078408785945843, 48.89560964205717]], ""type"": ""LineString""}"
6115;1998-01-19T01:00:00+00:00;2023-01-01T01:00:00+00:00;Bercy_bretelle_10;3170;Bretelle_10-RD123(dpt94);2882;Bercy_bretelles_7-10-15;48.826557067636365, 2.3907185127813406;"{""coordinates"": [[2.38999553569207, 48.82687594126859], [2.3907480577265434, 48.82645957285464], [2.3909774972839672, 48.826423336639], [2.3913293389148005, 48.8264196957045], [2.3914897655592315, 48.826438868294865]], ""type"": ""LineString""}"
6138;1998-05-20T02:00:00+00:00;2023-01-01T01:00:00+00:00;SI_Molitor;2455;Pte_Molitor;2860;SI_Molitor;48.844684369148986, 2.255204158739247;"{""coordinates"": [[2.254724062660395, 48.84417753484701], [2.255684254818099, 48.84519120345096]], ""type"": ""LineString""}"
788;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;SE_Gentilly_bretelle_15;455;Gentilly-Mazagran_PE;456;SE_Gentilly-AE_A6A;48.81631885498106, 2.3426953389661933;"{""coordinates"": [[2.341835964644588, 48.816481679800766], [2.3426368622852323, 48.81635629560897], [2.3430283275044514, 48.81624230071858], [2.343547641650272, 48.81612090309473]], ""type"": ""LineString""}"
5463;1996-11-07T01:00:00+00:00;2023-01-01T01:00:00+00:00;AI_Reuilly;3595;AI_Reuilly-1;2866;Rte_Fortifications-Acces_PI;48.83192321426769, 2.4036085073924767;"{""coordinates"": [[2.4038113240571257, 48.832169649213334], [2.403405690727828, 48.83167677932205]], ""type"": ""LineString""}"
6563;2006-02-09T01:00:00+00:00;2023-01-01T01:00:00+00:00;Daumesnil;3401;Daumesnil-Robert_Andre_Vivien;541;Guyane-Ste_Marie-PE;48.83394093295536, 2.4109381065689206;"{""coordinates"": [[2.4104588207917614, 48.834063665067355], [2.4114173923460793, 48.83381820084335]], ""type"": ""LineString""}"
952;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Daumesnil-Pte_Doree;540;Pte_Doree-Sortie_PI;541;Guyane-Ste_Marie-PE;48.83433604886485, 2.410277912835893;"{""coordinates"": [[2.4106704023798904, 48.83420848908723], [2.4098854232918954, 48.834463608642466]], ""type"": ""LineString""}"
937;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;AI_Vincennes;3593;AI_Vincennes-1;524;Pte_Vincennes-Acces_PI;48.84606677147717, 2.4139249380871304;"{""coordinates"": [[2.4139427947296275, 48.84645155770769], [2.413907081444633, 48.84568198524666]], ""type"": ""LineString""}"
5203;1996-10-25T02:00:00+00:00;2023-01-01T01:00:00+00:00;AE_Champerret;3605;AE_Champerret-1;2737;Champerret-Oestreicher;48.88581609352201, 2.287502626114084;"{""coordinates"": [[2.287840925789047, 48.88609278118014], [2.287164326439121, 48.88553940586389]], ""type"": ""LineString""}"
4615;1996-10-16T02:00:00+00:00;2023-01-01T01:00:00+00:00;SE_Auteuil_bretelle_8;2460;Av_Pte_d'Auteuil-BP;2465;SE_Auteuil;48.8479970310435, 2.2530295669742104;"{""coordinates"": [[2.252951090825934, 48.848089041089146], [2.253108043122487, 48.84790502099785]], ""type"": ""LineString""}"
1899;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_de_St_Ouen;2048;Av_St_Ouen-Moquet;2051;Av_St_Ouen-Petiet;48.89353179391189, 2.3275264104459232;"{""coordinates"": [[2.327702854749685, 48.89404316428161], [2.327349966142161, 48.893020423542175]], ""type"": ""LineString""}"
1885;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_de_Clichy;2043;Av_St_Ouen-Av_de_Clichy;2040;Av_de_Clichy-Jacquemont;48.88801470130636, 2.32452505692961;"{""coordinates"": [[2.323546768634851, 48.888580575159686], [2.325503345224369, 48.887448827453035]], ""type"": ""LineString""}"
4387;1996-10-14T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Foch;2354;Foch-Chalgrin;2353;Foch-Le_Sueur;48.87317028907038, 2.2894659300855658;"{""coordinates"": [[2.2880432918921993, 48.87301224757449], [2.2908885682789317, 48.87332833056627]], ""type"": ""LineString""}"
6019;1997-10-10T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Haussmann;3117;Haussmann_Teheran;2271;Bd_Haussmann-Musee;48.87507935658745, 2.3117057771619116;"{""coordinates"": [[2.31065704451014, 48.87504090079928], [2.3127545098136832, 48.87511781237563]], ""type"": ""LineString""}"
4649;1996-10-16T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_de_Versailles;2475;Pte_St_cloud-Av_Versailles;2474;Versailles-Reynaud;48.83856988993573, 2.259400602823426;"{""coordinates"": [[2.2611163716117804, 48.83909353442339], [2.2576848340350724, 48.838046245448076]], ""type"": ""LineString""}"
5615;1997-01-08T01:00:00+00:00;2023-01-01T01:00:00+00:00;Av_du_Maine;2948;Maine-Plantes-Gassendi;406;Av_du_Maine-Thibaud;48.831324512378345, 2.325541517448544;"{""coordinates"": [[2.326018928332136, 48.83018300290962], [2.3250641065649513, 48.83246602184707]], ""type"": ""LineString""}"
1578;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_de_la_Chapelle;834;Magenta-Barbes-Chapelle-Rochech;837;BdChapelle-GuyPatin;48.88392679252365, 2.3503745059992727;"{""coordinates"": [[2.351228339407606, 48.88398420693278], [2.3495206725909394, 48.88386937811453]], ""type"": ""LineString""}"
6151;1998-06-25T02:00:00+00:00;2023-01-01T01:00:00+00:00;Chapelle_bretelle_10;2848;Pte_Chapelle-RN1-Imp_Marteau;3188;Chapelle_bretelle_10-CF_0823;48.90140292935569, 2.358978336964495;"{""coordinates"": [[2.359528553857098, 48.90149945637876], [2.3592689577004906, 48.901475630022595], [2.3589415737487953, 48.901429002409785], [2.3586518212442495, 48.901341791522334], [2.358480538631609, 48.90118177654493]], ""type"": ""LineString""}"
5546;1996-12-11T01:00:00+00:00;2023-01-01T01:00:00+00:00;General_Anselin_bretelle_19;2891;Gal_Anselin-Bretelles_15-19;2890;Gal_Anselin-Bretelles_15-15b;48.87564468922141, 2.2783478962208905;"{""coordinates"": [[2.27785441130115, 48.87569287192436], [2.278177123876003, 48.87561322089667], [2.278634652049563, 48.87562414491386], [2.2788184790369996, 48.87574763511363]], ""type"": ""LineString""}"
968;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bruneseau;3220;Bruneseau-Allee Paris Ivry;555;Bruneseau -Acces PE -Sortie PI;48.82427375671137, 2.3860807123763417;"{""coordinates"": [[2.3847867705102908, 48.82424306441828], [2.385741690248525, 48.82415355697752], [2.386538822924329, 48.824264386609414], [2.3873381492510704, 48.824573650989734]], ""type"": ""LineString""}"
6556;2006-01-24T01:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Jean_Jaures;2580;Jaures-Hainant;3398;Jaures_face_188;48.888019615155955, 2.3899488370318296;"{""coordinates"": [[2.3906674278361058, 48.88820663909465], [2.3892302462275534, 48.887832591217254]], ""type"": ""LineString""}"
6530;2003-03-11T01:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Simon_Bolivar;3377;Belleville-Pyrenees;3385;Av_Simon_Bolivar-face_17;48.8742424683226, 2.3838394776074017;"{""coordinates"": [[2.3825632545463225, 48.87493889423614], [2.3830805482836697, 48.8745322655648], [2.3836767844554485, 48.87418235732544], [2.3842229666344688, 48.87400973512353], [2.3846907320663693, 48.87391718877821], [2.3852483261862534, 48.87389763326342]], ""type"": ""LineString""}"
64;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Quai_Montebello;58;Montebello-Pt_au_Double;3267;Montebello-Haut_Pave;48.8520563774586, 2.3489252533035834;"{""coordinates"": [[2.349644687888597, 48.85174070637596], [2.34820581871857, 48.85237204854124]], ""type"": ""LineString""}"
589;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_St_Michel;350;Pl_Louis_Marin;351;Bd_St_Michel-Val_de_Grace;48.84281080871736, 2.338405024982995;"{""coordinates"": [[2.337780113709685, 48.841709094827756], [2.339029936256305, 48.84391252260697]], ""type"": ""LineString""}"
824;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Pte_d'Italie;475;Pte_d'Italie-PE_RN7;474;Pte_d'Italie-PI;48.81614316019557, 2.360148045358251;"{""coordinates"": [[2.360101904206265, 48.816366319998885], [2.3601941865102374, 48.81592000039226]], ""type"": ""LineString""}"
684;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_General_Leclerc;396;Pl_Victor_Basch;394;Av_Gal_Leclerc-Thibaud;48.828807219384736, 2.3275112589935527;"{""coordinates"": [[2.328284972169006, 48.82970368545027], [2.3269988304700133, 48.82822990570367], [2.3267874979342844, 48.827874559746895]], ""type"": ""LineString""}"
4458;1996-10-14T02:00:00+00:00;2023-01-01T01:00:00+00:00;Tilsitt;2362;Friedland-Tilsitt;2360;Champs-Tilsitt;48.873563927547366, 2.2972301459334754;"{""coordinates"": [[2.2971293932484658, 48.87322591119657], [2.2972426578106715, 48.873452599081006], [2.297265513300163, 48.87391906939919]], ""type"": ""LineString""}"
6948;2015-06-11T02:00:00+00:00;2023-01-01T01:00:00+00:00;AE_Clignancourt;922;AE_Clignancourt;3603;AE_Clignancourt-1;48.901086952680984, 2.342005350056629;"{""coordinates"": [[2.3429466047733527, 48.90117758579603], [2.341064095339905, 48.900996319565934]], ""type"": ""LineString""}"
548;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_St_Martin;315;Pte_St_Martin;334;Bd_St_Martin_(Theatre);48.86890127654803, 2.3565693685712663;"{""coordinates"": [[2.3575346044952625, 48.86875128865567], [2.3556041326472696, 48.869051264440394]], ""type"": ""LineString""}"
875;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Poniatowski;3300;Bd_Poniatowski-Charenton_Est;3628;Bd_Poniatowski face 57;48.83292901238207, 2.400592908145794;"{""coordinates"": [[2.401309934675572, 48.83320410637025], [2.3998758816160164, 48.83265391839389]], ""type"": ""LineString""}"
1016;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Claude_Regaud;530;Pte_Ivry-PE;489;Av_Pte_Ivry-Av_Claude_Regaud;48.82074025538154, 2.3721089999281157;"{""coordinates"": [[2.3718540512215123, 48.82028934447051], [2.372363948634719, 48.82119116629257]], ""type"": ""LineString""}"
1472;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Claude_Regaud;491;Bd_Massena-Claude_Regaud;783;Regaaud-Pean-Boutroux;48.821973641330736, 2.372825020137727;"{""coordinates"": [[2.372363948634719, 48.82119116629257], [2.373286091640735, 48.822756116368886]], ""type"": ""LineString""}"
1302;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Jules_Ferry;672;Fbg_Temple-Valmy-Jemmapes;715;Bd_Jules_Ferry_Est;48.868286156215916, 2.368034722364758;"{""coordinates"": [[2.3683926365147805, 48.867800423739844], [2.367676808214736, 48.86877188869198]], ""type"": ""LineString""}"
6279;2000-10-26T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Voltaire;3256;Bd_Voltaire-Charonne;3257;Bd_Voltaire-Belfort;48.85560131007155, 2.3836911926676114;"{""coordinates"": [[2.382186055839316, 48.856495186798824], [2.3851963294959067, 48.85470743334427]], ""type"": ""LineString""}"
6280;2000-10-26T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Voltaire;3258;Pl_Leon_Blum;3257;Bd_Voltaire-Belfort;48.857151265226236, 2.38132680853721;"{""coordinates"": [[2.3823027518939877, 48.85656855552875], [2.380350865180432, 48.85773397492372]], ""type"": ""LineString""}"
