date,open,pre_close,high,low,volume,amount,turnover_ratio,OT
2016/12/7,3458.37,3459.15,3475.75,3445.76,-1450391588,1.15282E+11,0.36,3475.75
2016/12/8,3481.81,3475.75,3484.34,3466.51,-1146509688,1.19189E+11,0.37,3470.14
2016/12/9,3464.87,3470.14,3507.93,3461.76,2145428912,1.52675E+11,0.47,3493.7
2016/12/12,3489.27,3493.7,3495.8,3400.79,1566905916,1.99164E+11,0.59,3409.18
2016/12/13,3394.21,3409.18,3416.21,3370.6,-774392188,1.24454E+11,0.38,3405.04
2016/12/14,3399.41,3405.04,3412.28,3378.27,-484127488,1.26183E+11,0.39,3378.95
2016/12/15,3363.86,3378.95,3378.04,3327.14,-1388835888,1.21508E+11,0.36,3340.43
2016/12/16,3335.36,3340.43,3356.29,3330.49,487607608,98112206845,0.28,3346.03
2016/12/19,3342.34,3346.03,3344.86,3325,-425866792,86095693838,0.26,3328.98
2016/12/20,3328.3,3328.98,3329.1,3289.27,167024608,88527345889,0.27,3309.06
2016/12/21,3313.75,3309.06,3342.48,3313.75,-2059402388,1.06205E+11,0.34,3338.54
2016/12/22,3335.12,3338.54,3340.36,3322.72,637790308,92564877570,0.29,3335.67
2016/12/23,3333.4,3335.67,3334.89,3300.88,1154536708,99575473231,0.31,3307.6
2016/12/26,3293.22,3307.6,3322.42,3267.05,389463608,95493219936,0.28,3322.4
2016/12/27,3319.21,3322.4,3330.23,3315.83,-1041298692,79617133030,0.24,3316.39
2016/12/28,3315.75,3316.39,3320.55,3293.17,-1689890892,71759839566,0.22,3301.89
2016/12/29,3297.04,3301.89,3312.11,3288.1,-1581142292,75972960431,0.22,3297.76
2016/12/30,3302.6,3297.76,3313.55,3295.75,-1415522992,76921368838,0.23,3310.08
2017/1/3,3313.95,3310.08,3345.26,3313.95,66855008,87612765768,0.27,3342.23
2017/1/4,3340.56,3342.23,3369.57,3338.15,415148108,98014355468,0.28,3368.31
2017/1/5,3368.34,3368.31,3373.41,3361.46,243701108,91189339582,0.28,3367.79
2017/1/6,3366.85,3367.79,3368.87,3346.89,155976808,91072256748,0.27,3347.67
2017/1/9,3345.75,3347.67,3366.22,3344.35,-219140392,87916115243,0.26,3363.9
2017/1/10,3361.64,3363.9,3370.51,3354.09,-208018592,82533965080,0.26,3358.27
2017/1/11,3355.8,3358.27,3366.63,3334.3,517209208,86750457122,0.29,3334.5
2017/1/12,3332.69,3334.5,3343.13,3315.96,-466021092,75031886874,0.25,3317.62
2017/1/13,3317.96,3317.62,3338.17,3309.37,-171875692,84556101403,0.26,3319.91
2017/1/16,3314.15,3319.91,3322.78,3264.21,-1401955684,1.53263E+11,0.49,3319.45
2017/1/17,3305.6,3319.45,3327.38,3292.2,-1644601792,74754505696,0.22,3326.36
2017/1/18,3323.34,3326.36,3350.96,3320.41,-1527611892,75680677264,0.22,3339.37
2017/1/19,3330.95,3339.37,3346.5,3324.68,-1973953792,63869709163,0.21,3329.29
2017/1/20,3326.98,3329.29,3358.41,3326.37,-2059888392,70831324310,0.2,3354.89
2017/1/23,3359.05,3354.89,3378.74,3355.85,-1034184792,76492660154,0.24,3364.08
2017/1/24,3363.14,3364.08,3371.32,3355.9,-1970511992,66049651289,0.21,3364.45
2017/1/25,3361.66,3364.45,3376.44,3357.22,1542725804,62483395802,0.18,3375.9
2017/1/26,3378.26,3375.9,3395.88,3378.26,-2058269892,66488818305,0.2,3387.96
2017/2/3,3390.93,3387.96,3392.48,3362.57,1223918804,57113853255,0.17,3364.49
2017/2/6,3368.11,3364.49,3381.33,3358.75,-1737798592,73408134768,0.21,3373.21
2017/2/7,3371.77,3373.21,3376.71,3354.62,2080478904,69758178999,0.2,3365.68
2017/2/8,3361.78,3365.68,3383.69,3347.43,-1049646692,82869735773,0.24,3383.29
2017/2/9,3381.9,3383.29,3406.59,3379.79,1165916908,1.02134E+11,0.31,3396.29
2017/2/10,3398.32,3396.29,3422.33,3398.03,-508029888,1.21909E+11,0.39,3413.49
2017/2/13,3416.92,3413.49,3439.54,3416.87,-870448088,1.25333E+11,0.38,3436.27
2017/2/14,3438.51,3436.27,3440.67,3424.4,891011908,98537165438,0.3,3435.8
2017/2/15,3435.39,3435.8,3448.03,3417.08,-120568088,1.24653E+11,0.4,3421.71
2017/2/16,3421.83,3421.71,3440.93,3418.35,-2057205688,1.0181E+11,0.34,3440.93
2017/2/17,3443.62,3440.93,3457.56,3419.61,-1424898288,1.18033E+11,0.36,3421.44
2017/2/20,3421.64,3421.44,3472.6,3421.64,377984312,1.34682E+11,0.42,3471.39
2017/2/21,3475.06,3471.39,3490.09,3472.02,-1400700988,1.20675E+11,0.36,3482.82
2017/2/22,3483.2,3482.82,3489.95,3473.52,1691664808,1.09232E+11,0.32,3489.76
2017/2/23,3487.57,3489.76,3492.96,3460.12,1363698408,1.06556E+11,0.31,3473.32
2017/2/24,3468.96,3473.32,3473.85,3455.25,963578708,99875164759,0.3,3473.85
2017/2/27,3471.13,3473.85,3472.84,3441.39,1277281408,1.06831E+11,0.31,3446.22
2017/2/28,3445.03,3446.22,3460.91,3441.36,-1068408592,81979307361,0.24,3452.81
2017/3/1,3452.21,3452.81,3472.7,3449.11,1736100808,1.09318E+11,0.32,3458.44
2017/3/2,3463.48,3458.44,3468.47,3434,399873108,97876187925,0.28,3435.1
2017/3/3,3424.66,3435.1,3428.88,3412.83,-490469392,90009618835,0.25,3427.86
2017/3/6,3427.25,3427.86,3449.03,3425.9,-282846392,95178548496,0.26,3446.48
2017/3/7,3446.16,3446.48,3454.04,3440.06,-556462592,94483824245,0.25,3453.96
2017/3/8,3452.2,3453.96,3457.04,3441.26,-631165592,89124904682,0.25,3448.73
2017/3/9,3442.9,3448.73,3443.05,3414.68,-132896492,90090049490,0.27,3426.94
2017/3/10,3423.98,3426.94,3436.24,3423.94,-1588314692,82161714923,0.22,3427.89
2017/3/13,3425.67,3427.89,3458.1,3412.69,578477808,1.08489E+11,0.29,3458.1
2017/3/14,3456.66,3458.1,3465.39,3448.9,-882138292,95317564129,0.24,3456.69
2017/3/15,3452.21,3456.69,3463.92,3445.27,-679439192,94056256667,0.25,3463.64
2017/3/16,3472.27,3463.64,3492.13,3472.27,2043456708,1.24696E+11,0.33,3481.51
2017/3/17,3485.31,3481.51,3488.5,3441.47,1785621408,1.22369E+11,0.33,3445.81
2017/3/20,3449.05,3445.81,3454.06,3429.83,283497608,1.03769E+11,0.28,3449.61
2017/3/21,3449.77,3449.61,3466.7,3445.64,180850908,1.13528E+11,0.28,3466.35
2017/3/22,3450.75,3466.35,3464.33,3433.5,1903654808,1.23866E+11,0.33,3450.05
2017/3/23,3452.41,3450.05,3470.82,3435.69,841871608,1.15814E+11,0.3,3461.98
2017/3/24,3464.2,3461.98,3499.32,3461.11,-320318588,1.41753E+11,0.39,3489.6
2017/3/27,3488.76,3489.6,3505.98,3474.52,2111603108,1.24388E+11,0.34,3478.04
2017/3/28,3480.25,3478.04,3482.29,3461.47,-170452592,97495938765,0.26,3469.81
2017/3/29,3472.97,3469.81,3483.06,3455.55,1895236008,1.14663E+11,0.33,3465.19
2017/3/30,3461.62,3465.19,3467.3,3422.37,-1247209688,1.22088E+11,0.37,3436.76
2017/3/31,3434.82,3436.76,3456.31,3430.82,567814508,1.00985E+11,0.29,3456.05
2017/4/5,3476.42,3456.05,3504.54,3475.15,1454999812,1.60743E+11,0.45,3503.89
2017/4/6,3507.99,3503.89,3517.78,3495.72,791798512,1.45222E+11,0.43,3514.05
2017/4/7,3514.45,3514.05,3526.81,3506.39,1144418512,1.4456E+11,0.44,3517.46
2017/4/10,3519.46,3517.46,3522.8,3502.08,1303836112,1.55748E+11,0.45,3505.14
2017/4/11,3503.83,3505.14,3520.13,3466.14,-585285984,1.89457E+11,0.52,3517.33
2017/4/12,3514.57,3517.33,3523.1,3498,1002584516,2.02155E+11,0.57,3509.44
2017/4/13,3500.28,3509.44,3518.44,3496.57,113279412,1.33346E+11,0.41,3514.57
2017/4/14,3516.81,3514.57,3517.47,3476.95,662505912,1.30425E+11,0.43,3486.5
2017/4/17,3475.74,3486.5,3480.57,3453.68,-1168405788,1.23884E+11,0.37,3479.94
2017/4/18,3474.89,3479.94,3489.08,3462.63,-1792119588,1.26791E+11,0.35,3462.74
2017/4/19,3452.99,3462.74,3459.35,3418.51,-749975488,1.2705E+11,0.38,3445.88
2017/4/20,3444.52,3445.88,3465.61,3440.72,-1466481088,1.33977E+11,0.36,3461.55
2017/4/21,3461.39,3461.55,3475.56,3449.54,1851976408,1.15209E+11,0.33,3466.79
2017/4/24,3458.23,3466.79,3458.23,3403.98,-1418822788,1.22778E+11,0.36,3431.26
2017/4/25,3427.73,3431.26,3449.67,3422.65,817280208,1.07599E+11,0.3,3440.97
2017/4/26,3440.25,3440.97,3466.57,3439.15,-1690898988,1.31317E+11,0.35,3445.18
2017/4/27,3435.1,3445.18,3449.27,3399.54,-555059388,1.34611E+11,0.39,3446.72
2017/4/28,3439.57,3446.72,3439.9,3417.24,1573300508,1.13761E+11,0.32,3439.75
2017/5/2,3427.92,3439.75,3436.31,3418.67,689811608,1.01636E+11,0.29,3426.58
2017/5/3,3421.76,3426.58,3432.22,3403.08,577027808,97854119098,0.29,3413.13
2017/5/4,3404.94,3413.13,3421.4,3391.28,1758272908,1.06986E+11,0.32,3404.39
2017/5/5,3393.48,3404.39,3395.45,3366.56,-1895368588,1.17465E+11,0.34,3382.55
2017/5/8,3369.11,3382.55,3374.16,3339.57,-509973188,1.26885E+11,0.39,3358.81
2017/5/9,3342.6,3358.81,3358.05,3327.59,-912767792,85528831749,0.24,3352.53
2017/5/10,3350.65,3352.53,3369.43,3336,618328208,1.02195E+11,0.29,3337.7
2017/5/11,3322.95,3337.7,3359.6,3312.89,-1959612888,1.11576E+11,0.34,3356.65
2017/5/12,3350.94,3356.65,3387.27,3349.17,748712008,97522124594,0.29,3385.38
2017/5/15,3391.59,3385.38,3406.58,3391.59,-292173492,92183332845,0.26,3399.19
2017/5/16,3390.93,3399.19,3428.85,3373.55,1934307008,1.12814E+11,0.33,3428.65
2017/5/17,3423.19,3428.65,3433.97,3408.15,1383749108,1.10553E+11,0.31,3409.97
2017/5/18,3387.67,3409.97,3409.93,3383.94,-13975692,88091166041,0.27,3398.11
2017/5/19,3395.23,3398.11,3405.94,3392.38,-1442582092,78397081602,0.22,3403.85
2017/5/22,3400.59,3403.85,3424.18,3391.17,664021308,99021121578,0.29,3411.24
2017/5/23,3405.03,3411.24,3434.77,3401.53,-1193798588,1.26768E+11,0.37,3424.19
2017/5/24,3409.72,3424.19,3424.17,3383.89,-234618492,92620045548,0.26,3424.17
2017/5/25,3414.4,3424.17,3490.42,3413.22,187261212,1.36634E+11,0.41,3485.66
2017/5/26,3479.62,3485.66,3498.31,3473.04,1734180708,1.12586E+11,0.32,3480.43
2017/5/31,3495.07,3480.43,3515.08,3474.92,1893039908,1.15969E+11,0.33,3492.88
2017/6/1,3485.22,3492.88,3499.81,3476.43,1722837808,1.16089E+11,0.32,3497.74
2017/6/2,3491.59,3497.74,3498.12,3470.2,-323133692,92850745344,0.26,3486.51
2017/6/5,3480.17,3486.51,3484.12,3462.31,-616119292,85609467904,0.25,3468.75
2017/6/6,3464.38,3468.75,3492.88,3460.45,2114032704,77870000000,0.2,3492.88
2017/6/7,3493.88,3492.88,3537.09,3491.13,1852062208,1.24189E+11,0.33,3533.87
2017/6/8,3531.24,3533.87,3562.27,3528.18,432556008,1.12036E+11,0.28,3560.98
2017/6/9,3561.24,3560.98,3590.89,3560.63,1528891908,1.21701E+11,0.32,3576.17
2017/6/12,3570.22,3576.17,3603.69,3565.9,448182008,1.17691E+11,0.28,3574.39
2017/6/13,3569.16,3574.39,3584.41,3559.21,-1072220692,94223085568,0.24,3582.27
2017/6/14,3571.25,3582.27,3571.25,3530.27,-208856292,1.06105E+11,0.26,3535.3
2017/6/15,3530.75,3535.3,3542.28,3508.95,-326681092,1.06054E+11,0.26,3528.79
2017/6/16,3522.97,3528.79,3536.14,3514.39,-944663792,91462287360,0.24,3518.76
2017/6/19,3520.06,3518.76,3554.91,3520.06,-610220592,98572357632,0.25,3553.67
2017/6/20,3560.79,3553.67,3563.7,3539.51,-538978592,98187595776,0.25,3546.49
2017/6/21,3567.12,3546.49,3587.99,3545.57,196047908,1.17148E+11,0.28,3587.96
2017/6/22,3583.56,3587.96,3635.53,3581.34,667796712,1.69419E+11,0.43,3590.34
2017/6/23,3583.44,3590.34,3623.24,3569.32,1922978808,1.33975E+11,0.33,3622.88
2017/6/26,3627.02,3622.88,3671.94,3627.02,578897712,1.70737E+11,0.42,3668.09
2017/6/27,3665.58,3668.09,3676.53,3648.76,1165935608,1.23057E+11,0.31,3674.72
2017/6/28,3664.16,3674.72,3672.19,3644.03,1202151208,1.24466E+11,0.31,3646.17
2017/6/29,3649.25,3646.17,3669.13,3644.73,-30984692,1.11847E+11,0.27,3668.83
2017/6/30,3654.73,3668.83,3669.76,3646.23,-438931692,1.0246E+11,0.26,3666.8
2017/7/3,3667.23,3666.8,3667.59,3633.78,292151308,1.15215E+11,0.28,3650.85
2017/7/4,3646.83,3650.85,3646.84,3611.69,917206808,1.2535E+11,0.3,3619.98
2017/7/5,3611.9,3619.98,3660.73,3610.46,233307908,1.20352E+11,0.28,3659.68
2017/7/6,3654.56,3659.68,3666.77,3629.56,1647990008,1.32837E+11,0.32,3660.1
2017/7/7,3647.64,3660.1,3657.11,3631.87,1783615208,1.23465E+11,0.33,3655.93
2017/7/10,3647.94,3655.93,3667.84,3641.53,-825710888,1.41035E+11,0.38,3653.69
2017/7/11,3646.88,3653.69,3701.21,3645.99,-1008819188,1.45084E+11,0.37,3670.81
2017/7/12,3672.63,3670.81,3691.58,3640.59,-656122588,1.43495E+11,0.38,3658.82
2017/7/13,3656.35,3658.82,3690.48,3652.56,-317946888,1.46389E+11,0.39,3686.92
2017/7/14,3682.61,3686.92,3703.09,3672.74,1961465808,1.21021E+11,0.33,3703.09
2017/7/17,3700.62,3703.09,3716.47,3621.36,702290916,1.96217E+11,0.56,3663.56
2017/7/18,3648.49,3663.56,3667.54,3622.04,-422696188,1.41472E+11,0.39,3667.18
2017/7/19,3660.87,3667.18,3731.05,3658.2,1067909616,1.98392E+11,0.57,3729.75
2017/7/20,3725.14,3729.75,3750.19,3723.07,1356102112,1.69267E+11,0.45,3747.88
2017/7/21,3738.18,3747.88,3751.69,3722.06,-1090779388,1.41433E+11,0.37,3728.6
2017/7/24,3724.38,3728.6,3755.19,3719.85,601970412,1.54702E+11,0.42,3743.47
2017/7/25,3742.64,3743.47,3752.16,3713.28,-717695988,1.33532E+11,0.38,3719.56
2017/7/26,3722.88,3719.56,3738.53,3684.18,747619112,1.46518E+11,0.43,3705.39
2017/7/27,3700.85,3705.39,3716.69,3672.5,1615388412,1.61631E+11,0.45,3712.19
2017/7/28,3703.49,3712.19,3725.54,3696.78,-1743762688,1.25818E+11,0.35,3721.89
2017/7/31,3722.43,3721.89,3746.52,3713.66,1958001912,1.6089E+11,0.47,3737.87
2017/8/1,3738.74,3737.87,3770.4,3737.09,-1925215184,1.73128E+11,0.48,3770.38
2017/8/2,3768.19,3770.38,3784.35,3759.28,49469216,1.89337E+11,0.54,3760.85
2017/8/3,3755.11,3760.85,3766.34,3718.44,1730492412,1.6471E+11,0.46,3727.83
2017/8/4,3724.72,3727.83,3738.73,3707,-1432863184,1.68293E+11,0.49,3707.58
2017/8/7,3701.22,3707.58,3730.78,3689.96,-461748988,1.34349E+11,0.39,3726.79
2017/8/8,3724.33,3726.79,3737.33,3718.81,839290912,1.46482E+11,0.43,3732.21
2017/8/9,3728.03,3732.21,3739,3713.57,-416902888,1.37224E+11,0.39,3731.04
2017/8/10,3724.96,3731.04,3746.86,3688.18,123610912,1.48005E+11,0.41,3715.92
2017/8/11,3687.93,3715.92,3700.49,3645.09,-2141127184,1.61083E+11,0.47,3647.35
2017/8/14,3651.38,3647.35,3698.37,3651.38,-1354056688,1.40234E+11,0.36,3694.68
2017/8/15,3695.78,3694.68,3719.29,3692.28,2054551008,1.24791E+11,0.33,3706.06
2017/8/16,3701.13,3706.06,3707.14,3679.73,1823479508,1.27282E+11,0.33,3701.42
2017/8/17,3707.07,3701.42,3722.62,3704.41,-2019276788,1.3702E+11,0.34,3721.28
2017/8/18,3707.19,3721.28,3733.49,3700.41,1066235908,1.23078E+11,0.3,3724.67
2017/8/21,3731.84,3724.67,3744.26,3728.61,1441372708,1.23912E+11,0.31,3740.99
2017/8/22,3745.75,3740.99,3758.29,3734.55,1439351008,1.31131E+11,0.31,3752.3
2017/8/23,3747.61,3752.3,3772.46,3741.72,1906222608,1.24081E+11,0.33,3756.09
2017/8/24,3755.89,3756.09,3765.71,3729.09,404802608,1.07736E+11,0.28,3734.65
2017/8/25,3736.29,3734.65,3795.97,3736.29,109188112,1.50697E+11,0.41,3795.75
2017/8/28,3805.66,3795.75,3866.94,3805.66,1377763316,2.36446E+11,0.58,3842.71
2017/8/29,3839.18,3842.71,3847.93,3825.76,-62194988,1.58979E+11,0.4,3834.54
2017/8/30,3834.27,3834.54,3854.71,3827.86,1250383912,1.66235E+11,0.44,3834.3
2017/8/31,3835.84,3834.3,3840.2,3800.89,409591512,1.57079E+11,0.42,3822.09
2017/9/1,3825.34,3822.09,3843.62,3818.16,-1315317984,1.8277E+11,0.5,3830.54
2017/9/4,3828.54,3830.54,3847.09,3813.55,2071730212,1.75551E+11,0.47,3845.62
2017/9/5,3845.54,3845.62,3865.29,3841.95,-388486388,1.4578E+11,0.39,3857.05
2017/9/6,3846.75,3857.05,3858.25,3831.38,254970412,1.55883E+11,0.41,3849.45
2017/9/7,3851.69,3849.45,3858.16,3828.83,-496483888,1.56113E+11,0.39,3829.87
2017/9/8,3830.07,3829.87,3843.02,3813.98,2013715708,1.34959E+11,0.33,3825.99
2017/9/11,3828.34,3825.99,3850.74,3817.51,-496502288,1.54794E+11,0.39,3825.65
2017/9/12,3832.24,3825.65,3849.39,3822,1534122212,1.87605E+11,0.45,3837.93
2017/9/13,3835.55,3837.93,3847.78,3822.94,951143908,1.26254E+11,0.3,3842.61
2017/9/14,3843.57,3842.61,3854.49,3820.09,-1349043488,1.43112E+11,0.36,3829.96
2017/9/15,3826.14,3829.96,3843.3,3818.52,-642201388,1.53477E+11,0.38,3831.3
2017/9/18,3832.96,3831.3,3862.36,3832.96,-1091461388,1.52841E+11,0.37,3843.14
2017/9/19,3849.88,3843.14,3857.3,3820.29,-1641603088,1.45528E+11,0.35,3832.12
2017/9/20,3830.15,3832.12,3850.94,3827.89,1523019508,1.35042E+11,0.32,3842.44
2017/9/21,3843.26,3842.44,3860.8,3837.38,-1775082788,1.44133E+11,0.35,3837.82
2017/9/22,3826.46,3837.82,3842.25,3816.82,1472045608,1.28361E+11,0.32,3837.73
2017/9/25,3829.22,3837.73,3835.39,3811.12,1804963108,1.3598E+11,0.33,3817.79
2017/9/26,3810.33,3817.79,3821.69,3808.38,-402993892,1.01036E+11,0.26,3820.78
2017/9/27,3818.96,3820.78,3832.57,3818.81,-24353492,1.09299E+11,0.27,3821.2
2017/9/28,3821.59,3821.2,3827.33,3813.75,764472308,1.15646E+11,0.29,3822.54
2017/9/29,3825.2,3822.54,3852.22,3825.2,740668208,1.16057E+11,0.29,3836.5
2017/10/9,3910.11,3836.5,3918.84,3876.03,668683312,1.71941E+11,0.43,3882.21
2017/10/10,3883,3882.21,3900.74,3855.47,-1631643388,1.5798E+11,0.35,3889.86
2017/10/11,3886.82,3889.86,3913.07,3885.5,1851880408,1.44153E+11,0.33,3902.69
2017/10/12,3902.02,3902.69,3917.44,3897.55,844157408,1.23147E+11,0.3,3912.95
2017/10/13,3912.98,3912.95,3927.17,3908.89,424272108,1.14315E+11,0.28,3921
2017/10/16,3926.28,3921,3947.42,3913.32,-749398488,1.50824E+11,0.38,3913.45
2017/10/17,3910.79,3913.45,3924.61,3900.48,-365811992,1.06708E+11,0.26,3913.07
2017/10/18,3914.82,3913.07,3944.41,3914.82,1507049508,1.2642E+11,0.32,3944.16
2017/10/19,3940.58,3944.16,3944.03,3923.65,2062790608,1.3319E+11,0.33,3931.25
2017/10/20,3918.53,3931.25,3928.96,3910.2,-1291916592,94529638400,0.23,3926.85
2017/10/23,3930.89,3926.85,3936.27,3920.66,-441436692,1.00281E+11,0.26,3930.8
2017/10/24,3926.23,3930.8,3959.5,3922.03,715880708,1.20192E+11,0.29,3959.4
2017/10/25,3958.17,3959.4,3978.09,3954,230611208,1.0682E+11,0.28,3976.95
2017/10/26,3980.05,3976.95,4013.6,3973.55,104644612,1.70489E+11,0.41,3993.58
2017/10/27,3992.55,3993.58,4024.46,3991.35,-217617188,1.52975E+11,0.4,4021.97
2017/10/30,4022.16,4021.97,4033.34,3960.27,-1441108984,1.9349E+11,0.49,4009.72
2017/10/31,3995.39,4009.72,4009.28,3983.26,-1967023888,1.42897E+11,0.34,4006.72
2017/11/1,4007.91,4006.72,4032.46,3991.32,156836112,1.66477E+11,0.41,3996.62
2017/11/2,3994.09,3996.62,3999.23,3971.38,-274843888,1.51981E+11,0.4,3997.13
2017/11/3,3992.35,3997.13,3999.34,3963.03,55542012,1.58142E+11,0.41,3992.7
2017/11/6,3989.18,3992.7,4021.64,3975.41,-676785888,1.58912E+11,0.38,4020.89
2017/11/7,4022.4,4020.89,4064.22,4021.36,-1968202784,1.93991E+11,0.48,4054.25
2017/11/8,4051.49,4054.25,4089.15,4040.58,-2097097184,2.0095E+11,0.47,4048.01
2017/11/9,4043.07,4048.01,4076.61,4038.4,-779268388,1.59247E+11,0.38,4075.9
2017/11/10,4070.28,4075.9,4116.71,4067.66,1296814612,1.9887E+11,0.44,4111.91
2017/11/13,4115.55,4111.91,4137.65,4115.55,-2035238384,2.05931E+11,0.48,4128.07
2017/11/14,4129.27,4128.07,4133.55,4086.89,1438791712,1.99605E+11,0.45,4099.35
2017/11/15,4084.21,4099.35,4102.81,4055.72,-821332188,1.77753E+11,0.38,4073.67
2017/11/16,4063.49,4073.67,4107.62,4062.27,-746460388,1.72904E+11,0.38,4105.01
2017/11/17,4094.08,4105.01,4122.38,4081.37,1998542816,2.53079E+11,0.6,4120.85
2017/11/20,4093.73,4120.85,4144.51,4060.96,859823912,1.9159E+11,0.43,4143.83
2017/11/21,4131.85,4143.83,4220.26,4129.98,855212816,2.53302E+11,0.57,4217.7
2017/11/22,4228.37,4217.7,4260.64,4191.15,1467831016,2.54298E+11,0.59,4227.57
