id,estimate_OT
211,3539.7537
212,3568.4392
213,3577.206
214,3577.8047
215,3554.5806
216,3535.051
217,3507.4321
218,3530.1367
219,3516.751
220,3507.075
221,3533.7837
222,3551.234
223,3571.5403
224,3550.8445
225,3524.987
226,3511.0867
227,3490.9329
228,3480.5718
229,3504.5261
230,3530.408
231,3529.5735
232,3539.9773
233,3532.1406
234,3541.3015
235,3525.9148
236,3513.5298
237,3535.3762
238,3556.8345
239,3604.8076
240,3614.45
241,3625.123
242,3623.774
243,3601.668
244,3650.9124
245,3668.7935
246,3668.748
247,3669.1455
248,3652.4365
249,3644.357
250,3643.0903
251,3665.4524
252,3681.1555
253,3683.8438
254,3648.4458
255,3593.7578
256,3569.8557
257,3588.0884
258,3609.0059
259,3583.0164
260,3560.4236
261,3567.281
262,3583.1975
263,3590.0422
264,3603.3123
265,3592.9348
266,3564.2493
267,3554.083
268,3549.4438
269,3552.0042
270,3547.22
271,3537.0056
272,3534.9946
273,3526.6675
274,3520.4265
275,3510.7139
276,3501.811
277,3493.9163
278,3477.8281
279,3474.79
280,3477.8977
281,3473.6846
282,3471.4182
283,3462.3772
284,3451.1584
285,3434.3281
286,3437.334
287,3447.1985
288,3464.8875
289,3468.4937
290,3465.519
291,3469.2412
292,3476.1145
293,3479.274
294,3484.0688
295,3526.027
296,3519.7673
297,3474.4607
298,3436.171
299,3409.2317
300,3421.8164
301,3407.4038
302,3407.9878
303,3408.9287
304,3399.654
305,3382.4714
306,3359.7434
307,3340.8354
308,3329.217
309,3326.8757
310,3327.9941
311,3321.7805
312,3311.5315
313,3317.2278
314,3330.262
315,3346.4065
316,3339.3857
317,3341.891
318,3341.2363
319,3332.0293
320,3329.5737
321,3332.572
322,3324.1733
323,3313.3486
324,3292.5862
325,3296.7163
326,3302.417
327,3288.6902
328,3273.622
329,3260.402
330,3240.174
331,3224.5935
332,3213.6855
333,3196.4165
334,3188.4026
335,3180.9614
336,3187.075
337,3191.764
338,3199.991
339,3246.8608
340,3286.1448
341,3351.7803
342,3525.0957
343,3733.3206
344,3935.08
345,3973.8503
346,3970.8591
347,3945.7808
348,3936.878
349,3948.9695
350,3949.6184
351,3946.6301
352,3925.158
353,3831.9802
354,3785.652
355,3847.8535
356,3801.3687
357,3712.2927
358,3611.3926
359,3816.6572
360,3792.8267
361,3767.915
362,3779.745
363,3714.3816
364,3749.6199
365,3965.1033
366,3966.7837
367,4191.7026
368,4148.498
369,4127.943
370,4088.268
371,4105.3643
372,4083.3518
373,4017.429
374,3965.527
375,3965.4143
376,3972.7708
377,3961.0781
378,3943.8635
379,3911.3584
380,3897.78
381,3963.63
382,4021.8914
383,4007.9795
384,3901.4333
385,3866.7876
386,3852.1685
387,3901.7227
388,4054.3337
389,4074.7378
390,3992.7307
391,3978.8809
392,3971.602
393,3972.8545
394,3944.3076
395,3944.7788
396,3941.7432
